Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
22-06-2018,MAHARASHTRA,MUMBAI,0,-,0,45.07400275
22-06-2018,MAHARASHTRA,NASHIK,0.8,-,5.25,36.81188797
22-06-2018,MAHARASHTRA,GARHCHIROLI,0.89,-,6.69,35.44755389
22-06-2018,MAHARASHTRA,RATNAGIRI,5.28,-,33.96,37.94568159
22-06-2018,MAHARASHTRA,OSMANABAD,2.59,-,25.67,42.85874304
22-06-2018,MAHARASHTRA,BID,2.18,-,19.34,42.0729257
22-06-2018,MAHARASHTRA,LATUR,5.37,-,49.6,41.96756246
22-06-2018,MAHARASHTRA,YAVATMAL,0.12,-,0.89,41.04788319
22-06-2018,MAHARASHTRA,BHANDARA,1.23,-,12.63,38.33362965
22-06-2018,MAHARASHTRA,MUMBAI SUBURBAN,0.03,-,0.26,40.39240469
22-06-2018,MAHARASHTRA,NANDURBAR,0.64,-,3.55,35.52535199
22-06-2018,MAHARASHTRA,NAGPUR,1.58,-,18.36,40.2280009
22-06-2018,MAHARASHTRA,CHANDRAPUR,0.32,-,2.52,40.31654157
22-06-2018,MAHARASHTRA,JALGAON,0.22,-,1.34,34.18905641
22-06-2018,MAHARASHTRA,HINGOLI,0.35,-,2.09,43.94957677
22-06-2018,MAHARASHTRA,AKOLA,0.09,-,0.63,41.63972495
22-06-2018,MAHARASHTRA,AURANGABAD,0.64,-,4.03,41.35679714
22-06-2018,MAHARASHTRA,DHULE,0.12,-,0.8,36.44599969
22-06-2018,MAHARASHTRA,KOLHAPUR,7.18,-,57.45,40.25874139
22-06-2018,MAHARASHTRA,RAIGARH,7.32,-,49.55,38.50476926
22-06-2018,MAHARASHTRA,AMRAVATI,0.75,-,5.62,39.78220989
22-06-2018,MAHARASHTRA,NANDED,0.48,-,3.8,42.43783413
22-06-2018,MAHARASHTRA,SOLAPUR,1.81,-,15.28,44.14839505
22-06-2018,MAHARASHTRA,AHMADNAGAR,1.36,-,9.54,42.18247566
22-06-2018,MAHARASHTRA,THANE,1.68,-,12.96,32.48077843
22-06-2018,MAHARASHTRA,SANGLI,4,-,32.62,42.57277108
22-06-2018,MAHARASHTRA,WARDHA,0.21,-,1.32,39.67636287
22-06-2018,MAHARASHTRA,BULDANA,0.11,-,0.63,38.37138431
22-06-2018,MAHARASHTRA,SINDHUDURG,5.41,-,36.24,37.52495562
21-06-2018,MAHARASHTRA,WASHIM,0,-,0.04,44.71911916
21-06-2018,MAHARASHTRA,SATARA,4.22,-,34.63,38.22867869
21-06-2018,MAHARASHTRA,PUNE,2.12,-,13.38,42.77421901
21-06-2018,MAHARASHTRA,PARBHANI,0.01,-,0.07,40.7490268
21-06-2018,MAHARASHTRA,JALNA,0.31,-,1.78,39.50748068
21-06-2018,MAHARASHTRA,GONDIYA,0.57,-,4.04,36.39038625
21-06-2018,MAHARASHTRA,MUMBAI,0,-,0,45.15971605
21-06-2018,MAHARASHTRA,NASHIK,0.87,-,5.61,36.94345834
21-06-2018,MAHARASHTRA,GARHCHIROLI,1.26,-,8.85,36.93391565
21-06-2018,MAHARASHTRA,RATNAGIRI,4.35,-,27.9,37.02244575
21-06-2018,MAHARASHTRA,OSMANABAD,1.7,-,16.92,39.82287616
21-06-2018,MAHARASHTRA,BID,1.52,-,13.86,39.13799001
21-06-2018,MAHARASHTRA,LATUR,4.2,-,38.33,40.06046944
21-06-2018,MAHARASHTRA,YAVATMAL,0.16,-,1.13,42.85017286
