Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
15-01-2020,TELANGANA,NIZAMABAD,0,913.66,0,22.47474194
15-01-2020,TELANGANA,KHAMMAM,0,1676.13,0,20.22360849
15-01-2020,TELANGANA,HYDERABAD,0,5.12,0,5.570752588
15-01-2020,TELANGANA,WARANGAL,0,1444.81,0,21.91217548
15-01-2020,TELANGANA,NALGONDA,0,1436.33,0,19.73113315
15-01-2020,TELANGANA,KARIMNAGAR,0,1170.38,0,19.14623592
15-01-2020,TELANGANA,MAHBUBNAGAR,0,1674.78,0,17.59002778
15-01-2020,TELANGANA,RANGAREDDY,0,843.99,0,21.6510529
15-01-2020,TELANGANA,MEDAK,0,1229.51,0,24.45798652
14-01-2020,TELANGANA,ADILABAD,0,2101.1,0,25.54540074
14-01-2020,TELANGANA,NIZAMABAD,0,924.93,0,22.75187533
14-01-2020,TELANGANA,KHAMMAM,0,1689.62,0,20.38628648
14-01-2020,TELANGANA,HYDERABAD,0,5.38,0,5.855116157
14-01-2020,TELANGANA,WARANGAL,0,1456.72,0,22.09276068
14-01-2020,TELANGANA,NALGONDA,0,1447.86,0,19.88954512
14-01-2020,TELANGANA,KARIMNAGAR,0,1181.82,0,19.33332428
14-01-2020,TELANGANA,MAHBUBNAGAR,0,1683.26,0,17.67908152
14-01-2020,TELANGANA,RANGAREDDY,0,850.45,0,21.81672987
14-01-2020,TELANGANA,MEDAK,0,1239.31,0,24.653044
13-01-2020,TELANGANA,ADILABAD,0,2116.51,0,25.73281103
13-01-2020,TELANGANA,NIZAMABAD,0,934.03,0,22.97588269
13-01-2020,TELANGANA,KHAMMAM,0,1705.14,0,20.57355303
13-01-2020,TELANGANA,HYDERABAD,0,5.64,0,6.14153546
13-01-2020,TELANGANA,WARANGAL,0,1469.4,0,22.28503959
13-01-2020,TELANGANA,NALGONDA,0,1461.93,0,20.08290622
13-01-2020,TELANGANA,KARIMNAGAR,0,1191.65,0,19.49418763
13-01-2020,TELANGANA,MAHBUBNAGAR,0,1692.9,0,17.78030132
13-01-2020,TELANGANA,RANGAREDDY,0,857.01,0,21.98498602
13-01-2020,TELANGANA,MEDAK,0,1248.32,0,24.83211722
12-01-2020,TELANGANA,ADILABAD,0,2128.17,0,25.87451659
12-01-2020,TELANGANA,NIZAMABAD,0,942.72,0,23.18961759
12-01-2020,TELANGANA,KHAMMAM,0,1719.34,0,20.74495096
12-01-2020,TELANGANA,HYDERABAD,0,5.97,0,6.499910579
12-01-2020,TELANGANA,WARANGAL,0,1481.86,0,22.47410532
12-01-2020,TELANGANA,NALGONDA,0,1491.79,0,20.49310565
12-01-2020,TELANGANA,KARIMNAGAR,0,1199.54,0,19.62322251
12-01-2020,TELANGANA,MAHBUBNAGAR,0,1707.41,0,17.93267772
12-01-2020,TELANGANA,RANGAREDDY,0,865.27,0,22.19706132
12-01-2020,TELANGANA,MEDAK,0,1257.65,0,25.01787603
11-01-2020,TELANGANA,ADILABAD,0,2143.94,0,26.06624443
11-01-2020,TELANGANA,NIZAMABAD,0,952.8,0,23.43765824
11-01-2020,TELANGANA,KHAMMAM,0,1735.44,0,20.93918888
11-01-2020,TELANGANA,HYDERABAD,0,6.23,0,6.78209965
11-01-2020,TELANGANA,WARANGAL,0,1495.35,0,22.67867003
11-01-2020,TELANGANA,NALGONDA,0,1493.34,0,20.51429698
11-01-2020,TELANGANA,KARIMNAGAR,0,1209.95,0,19.79349644
