Date,SUBDIVISION,Rainfall
1918-10-01,Coastal Andhra Pradesh,30.8
1919-10-01,Coastal Andhra Pradesh,194.5
1920-10-01,Coastal Andhra Pradesh,176.5
1921-10-01,Coastal Andhra Pradesh,192.6
1922-10-01,Coastal Andhra Pradesh,128.0
1923-10-01,Coastal Andhra Pradesh,267.5
1924-10-01,Coastal Andhra Pradesh,131.0
1925-10-01,Coastal Andhra Pradesh,262.6
1926-10-01,Coastal Andhra Pradesh,76.7
1927-10-01,Coastal Andhra Pradesh,66.1
1928-10-01,Coastal Andhra Pradesh,385.9
1929-10-01,Coastal Andhra Pradesh,173.1
1930-10-01,Coastal Andhra Pradesh,284.1
1931-10-01,Coastal Andhra Pradesh,388.8
1932-10-01,Coastal Andhra Pradesh,117.2
1933-10-01,Coastal Andhra Pradesh,251.3
1934-10-01,Coastal Andhra Pradesh,116.2
1935-10-01,Coastal Andhra Pradesh,141.0
1936-10-01,Coastal Andhra Pradesh,233.4
1937-10-01,Coastal Andhra Pradesh,185.2
1938-10-01,Coastal Andhra Pradesh,115.2
1939-10-01,Coastal Andhra Pradesh,416.7
1940-10-01,Coastal Andhra Pradesh,106.3
1941-10-01,Coastal Andhra Pradesh,266.4
1942-10-01,Coastal Andhra Pradesh,159.7
1943-10-01,Coastal Andhra Pradesh,208.2
1944-10-01,Coastal Andhra Pradesh,304.7
1945-10-01,Coastal Andhra Pradesh,242.0
1946-10-01,Coastal Andhra Pradesh,94.4
1947-10-01,Coastal Andhra Pradesh,154.7
1948-10-01,Coastal Andhra Pradesh,103.7
1949-10-01,Coastal Andhra Pradesh,319.4
1950-10-01,Coastal Andhra Pradesh,130.1
1951-10-01,Coastal Andhra Pradesh,89.7
1952-10-01,Coastal Andhra Pradesh,251.8
1953-10-01,Coastal Andhra Pradesh,234.8
1954-10-01,Coastal Andhra Pradesh,263.0
1955-10-01,Coastal Andhra Pradesh,325.9
1956-10-01,Coastal Andhra Pradesh,331.1
1957-10-01,Coastal Andhra Pradesh,125.5
1958-10-01,Coastal Andhra Pradesh,527.2
1959-10-01,Coastal Andhra Pradesh,227.3
1960-10-01,Coastal Andhra Pradesh,108.8
1961-10-01,Coastal Andhra Pradesh,282.3
1962-10-01,Coastal Andhra Pradesh,357.6
1963-10-01,Coastal Andhra Pradesh,371.7
1964-10-01,Coastal Andhra Pradesh,76.2
1965-10-01,Coastal Andhra Pradesh,61.3
1966-10-01,Coastal Andhra Pradesh,66.5
1967-10-01,Coastal Andhra Pradesh,27.9
1968-10-01,Coastal Andhra Pradesh,197.2
1969-10-01,Coastal Andhra Pradesh,208.0
1970-10-01,Coastal Andhra Pradesh,183.3
1971-10-01,Coastal Andhra Pradesh,186.2
1972-10-01,Coastal Andhra Pradesh,324.2
1973-10-01,Coastal Andhra Pradesh,233.7
1974-10-01,Coastal Andhra Pradesh,274.2
1975-10-01,Coastal Andhra Pradesh,300.8
1976-10-01,Coastal Andhra Pradesh,81.3
1977-10-01,Coastal Andhra Pradesh,121.0
1978-10-01,Coastal Andhra Pradesh,77.8
1979-10-01,Coastal Andhra Pradesh,52.2
1980-10-01,Coastal Andhra Pradesh,205.0
1981-10-01,Coastal Andhra Pradesh,89.7
1982-10-01,Coastal Andhra Pradesh,210.6
1983-10-01,Coastal Andhra Pradesh,232.7
1984-10-01,Coastal Andhra Pradesh,111.8
1985-10-01,Coastal Andhra Pradesh,248.2
1986-10-01,Coastal Andhra Pradesh,124.4
1987-10-01,Coastal Andhra Pradesh,265.0
1988-10-01,Coastal Andhra Pradesh,78.6
1989-10-01,Coastal Andhra Pradesh,55.5
1990-10-01,Coastal Andhra Pradesh,248.7
1991-10-01,Coastal Andhra Pradesh,148.7
1992-10-01,Coastal Andhra Pradesh,147.5
1993-10-01,Coastal Andhra Pradesh,196.2
1994-10-01,Coastal Andhra Pradesh,257.6
1995-10-01,Coastal Andhra Pradesh,329.6
1996-10-01,Coastal Andhra Pradesh,240.0
1997-10-01,Coastal Andhra Pradesh,83.6
1998-10-01,Coastal Andhra Pradesh,178.6
1999-10-01,Coastal Andhra Pradesh,153.9
2000-10-01,Coastal Andhra Pradesh,69.6
2001-10-01,Coastal Andhra Pradesh,196.0
2002-10-01,Coastal Andhra Pradesh,148.7
2003-10-01,Coastal Andhra Pradesh,252.3
2004-10-01,Coastal Andhra Pradesh,147.9
2005-10-01,Coastal Andhra Pradesh,298.0
2006-10-01,Coastal Andhra Pradesh,185.4
2007-10-01,Coastal Andhra Pradesh,167.7
2008-10-01,Coastal Andhra Pradesh,51.6
2009-10-01,Coastal Andhra Pradesh,92.6
2010-10-01,Coastal Andhra Pradesh,204.0
2011-10-01,Coastal Andhra Pradesh,74.6
2012-10-01,Coastal Andhra Pradesh,140.0
2013-10-01,Coastal Andhra Pradesh,411.5
2014-10-01,Coastal Andhra Pradesh,195.6
2015-10-01,Coastal Andhra Pradesh,59.7
2016-10-01,Coastal Andhra Pradesh,59.7
2017-10-01,Coastal Andhra Pradesh,123.0
1901-10-01,Telangana,75.5
1902-10-01,Telangana,41.7
1903-10-01,Telangana,155.8
1904-10-01,Telangana,44.4
1905-10-01,Telangana,19.6
1906-10-01,Telangana,20.5
1907-10-01,Telangana,0.3
1908-10-01,Telangana,0.1
1909-10-01,Telangana,4.6
1910-10-01,Telangana,101.4
1911-10-01,Telangana,23.0
1912-10-01,Telangana,7.8
1913-10-01,Telangana,35.2
1914-10-01,Telangana,16.2
1915-10-01,Telangana,122.0
1916-10-01,Telangana,153.1
1917-10-01,Telangana,106.7
1918-10-01,Telangana,6.4
1919-10-01,Telangana,130.6
1920-10-01,Telangana,24.9
1921-10-01,Telangana,68.0
1922-10-01,Telangana,23.0
1923-10-01,Telangana,44.0
1924-10-01,Telangana,51.6
1925-10-01,Telangana,187.5
1926-10-01,Telangana,41.0
1927-10-01,Telangana,59.9
1928-10-01,Telangana,104.1
1929-10-01,Telangana,35.9
1930-10-01,Telangana,60.0
1931-10-01,Telangana,107.4
1932-10-01,Telangana,32.0
1933-10-01,Telangana,128.9
1934-10-01,Telangana,15.2
1935-10-01,Telangana,43.5
1936-10-01,Telangana,96.4
1937-10-01,Telangana,72.1
1938-10-01,Telangana,59.2
1939-10-01,Telangana,130.3
1940-10-01,Telangana,64.9
1941-10-01,Telangana,49.6
1942-10-01,Telangana,20.9
1943-10-01,Telangana,62.7
1944-10-01,Telangana,131.9
1945-10-01,Telangana,94.1
1946-10-01,Telangana,30.7
1947-10-01,Telangana,35.3
1948-10-01,Telangana,25.0
1949-10-01,Telangana,94.6
1950-10-01,Telangana,21.8
1951-10-01,Telangana,64.4
1952-10-01,Telangana,88.3
1953-10-01,Telangana,175.8
1954-10-01,Telangana,44.2
1955-10-01,Telangana,116.2
1956-10-01,Telangana,94.5
1957-10-01,Telangana,75.6
1958-10-01,Telangana,69.8
1959-10-01,Telangana,68.6
1960-10-01,Telangana,59.4
1961-10-01,Telangana,188.3
1962-10-01,Telangana,62.5
1963-10-01,Telangana,91.2
1964-10-01,Telangana,41.7
1965-10-01,Telangana,0.1
1966-10-01,Telangana,39.5
1967-10-01,Telangana,5.6
1968-10-01,Telangana,82.7
1969-10-01,Telangana,56.1
1970-10-01,Telangana,26.8
1971-10-01,Telangana,167.9
1972-10-01,Telangana,64.8
1973-10-01,Telangana,223.0
1974-10-01,Telangana,261.6
1975-10-01,Telangana,204.9
1976-10-01,Telangana,5.6
1977-10-01,Telangana,51.0
1978-10-01,Telangana,50.1
1979-10-01,Telangana,15.7
1980-10-01,Telangana,5.0
1981-10-01,Telangana,42.5
1982-10-01,Telangana,100.8
1983-10-01,Telangana,185.4
1984-10-01,Telangana,91.1
1985-10-01,Telangana,108.0
1986-10-01,Telangana,24.6
1987-10-01,Telangana,94.7
1988-10-01,Telangana,50.5
1989-10-01,Telangana,17.4
1990-10-01,Telangana,180.2
1991-10-01,Telangana,29.4
1992-10-01,Telangana,47.0
1993-10-01,Telangana,100.9
1994-10-01,Telangana,143.0
1995-10-01,Telangana,332.7
1996-10-01,Telangana,72.4
1997-10-01,Telangana,87.9
1998-10-01,Telangana,79.4
1999-10-01,Telangana,55.7
2000-10-01,Telangana,20.2
2001-10-01,Telangana,135.6
2002-10-01,Telangana,76.2
2003-10-01,Telangana,101.7
2004-10-01,Telangana,30.6
2005-10-01,Telangana,136.1
2006-10-01,Telangana,28.1
2007-10-01,Telangana,40.8
2008-10-01,Telangana,24.2
2009-10-01,Telangana,69.5
2010-10-01,Telangana,98.7
2011-10-01,Telangana,13.9
2012-10-01,Telangana,83.6
2013-10-01,Telangana,205.9
2014-10-01,Telangana,29.6
2015-10-01,Telangana,15.6
2016-10-01,Telangana,70.4
2017-10-01,Telangana,114.6
1901-10-01,Rayalseema,81.6
1902-10-01,Rayalseema,188.5
1903-10-01,Rayalseema,95.3
1904-10-01,Rayalseema,111.5
1905-10-01,Rayalseema,180.2
1906-10-01,Rayalseema,107.7
1907-10-01,Rayalseema,60.0
1908-10-01,Rayalseema,151.8
1909-10-01,Rayalseema,29.4
1910-10-01,Rayalseema,205.1
1911-10-01,Rayalseema,102.1
1912-10-01,Rayalseema,157.8
1913-10-01,Rayalseema,184.2
1914-10-01,Rayalseema,83.4
1915-10-01,Rayalseema,64.6
1916-10-01,Rayalseema,252.5
1917-10-01,Rayalseema,183.8
1918-10-01,Rayalseema,4.4
1919-10-01,Rayalseema,79.0
1920-10-01,Rayalseema,134.9
1921-10-01,Rayalseema,185.8
1922-10-01,Rayalseema,120.0
1923-10-01,Rayalseema,96.7
1924-10-01,Rayalseema,47.5
1925-10-01,Rayalseema,137.3
1926-10-01,Rayalseema,80.6
1927-10-01,Rayalseema,60.2
1928-10-01,Rayalseema,202.4
1929-10-01,Rayalseema,146.5
1930-10-01,Rayalseema,245.8
1931-10-01,Rayalseema,135.7
1932-10-01,Rayalseema,92.6
1933-10-01,Rayalseema,124.6
1934-10-01,Rayalseema,151.5
1935-10-01,Rayalseema,171.4
1936-10-01,Rayalseema,66.8
1937-10-01,Rayalseema,161.2
1938-10-01,Rayalseema,24.5
1939-10-01,Rayalseema,163.0
1940-10-01,Rayalseema,171.7
1941-10-01,Rayalseema,108.8
1942-10-01,Rayalseema,53.1
1943-10-01,Rayalseema,309.2
1944-10-01,Rayalseema,180.0
1945-10-01,Rayalseema,60.0
1946-10-01,Rayalseema,87.4
1947-10-01,Rayalseema,87.4
1948-10-01,Rayalseema,108.8
1949-10-01,Rayalseema,98.0
1950-10-01,Rayalseema,101.5
1951-10-01,Rayalseema,72.1
1952-10-01,Rayalseema,108.7
1953-10-01,Rayalseema,309.4
1954-10-01,Rayalseema,222.4
1955-10-01,Rayalseema,98.9
1956-10-01,Rayalseema,220.3
1957-10-01,Rayalseema,79.1
1958-10-01,Rayalseema,202.7
1959-10-01,Rayalseema,77.5
1960-10-01,Rayalseema,59.8
1961-10-01,Rayalseema,141.5
1962-10-01,Rayalseema,231.4
1963-10-01,Rayalseema,159.7
1964-10-01,Rayalseema,51.0
1965-10-01,Rayalseema,13.2
1966-10-01,Rayalseema,94.2
1967-10-01,Rayalseema,100.3
1968-10-01,Rayalseema,113.7
1969-10-01,Rayalseema,258.1
1970-10-01,Rayalseema,107.9
1971-10-01,Rayalseema,163.4
1972-10-01,Rayalseema,218.1
1973-10-01,Rayalseema,164.1
1974-10-01,Rayalseema,194.1
1975-10-01,Rayalseema,345.5
1976-10-01,Rayalseema,137.9
1977-10-01,Rayalseema,217.0
1978-10-01,Rayalseema,80.0
1979-10-01,Rayalseema,61.5
1980-10-01,Rayalseema,38.6
1981-10-01,Rayalseema,141.7
1982-10-01,Rayalseema,127.8
1983-10-01,Rayalseema,125.1
1984-10-01,Rayalseema,79.3
1985-10-01,Rayalseema,121.1
1986-10-01,Rayalseema,103.1
1987-10-01,Rayalseema,178.4
1988-10-01,Rayalseema,42.8
1989-10-01,Rayalseema,51.2
1990-10-01,Rayalseema,186.0
1991-10-01,Rayalseema,191.0
1992-10-01,Rayalseema,89.3
1993-10-01,Rayalseema,172.7
1994-10-01,Rayalseema,207.4
1995-10-01,Rayalseema,130.9
1996-10-01,Rayalseema,279.2
1997-10-01,Rayalseema,103.8
1998-10-01,Rayalseema,146.6
1999-10-01,Rayalseema,100.2
2000-10-01,Rayalseema,134.7
2001-10-01,Rayalseema,352.5
2002-10-01,Rayalseema,167.5
2003-10-01,Rayalseema,175.5
2004-10-01,Rayalseema,124.4
2005-10-01,Rayalseema,304.8
2006-10-01,Rayalseema,88.4
2007-10-01,Rayalseema,176.9
2008-10-01,Rayalseema,126.0
2009-10-01,Rayalseema,69.3
2010-10-01,Rayalseema,83.4
2011-10-01,Rayalseema,107.5
2012-10-01,Rayalseema,113.7
2013-10-01,Rayalseema,169.3
2014-10-01,Rayalseema,104.6
2015-10-01,Rayalseema,106.7
2016-10-01,Rayalseema,14.1
2017-10-01,Rayalseema,221.1
1901-10-01,Tamil Nadu,122.3
1902-10-01,Tamil Nadu,282.2
1903-10-01,Tamil Nadu,128.1
1904-10-01,Tamil Nadu,163.2
1905-10-01,Tamil Nadu,250.4
1906-10-01,Tamil Nadu,162.8
1907-10-01,Tamil Nadu,160.4
1908-10-01,Tamil Nadu,261.0
1909-10-01,Tamil Nadu,158.0
1910-10-01,Tamil Nadu,278.0
1911-10-01,Tamil Nadu,125.6
1912-10-01,Tamil Nadu,244.2
1913-10-01,Tamil Nadu,203.4
1914-10-01,Tamil Nadu,281.2
1915-10-01,Tamil Nadu,99.9
1916-10-01,Tamil Nadu,208.6
1917-10-01,Tamil Nadu,123.1
1918-10-01,Tamil Nadu,81.8
1919-10-01,Tamil Nadu,152.4
1920-10-01,Tamil Nadu,159.4
1921-10-01,Tamil Nadu,236.4
1922-10-01,Tamil Nadu,262.8
1923-10-01,Tamil Nadu,220.3
1924-10-01,Tamil Nadu,107.1
1925-10-01,Tamil Nadu,148.9
1926-10-01,Tamil Nadu,151.5
1927-10-01,Tamil Nadu,87.2
1928-10-01,Tamil Nadu,219.0
1929-10-01,Tamil Nadu,161.2
1930-10-01,Tamil Nadu,436.1
1931-10-01,Tamil Nadu,120.3
1932-10-01,Tamil Nadu,247.4
1933-10-01,Tamil Nadu,201.8
1934-10-01,Tamil Nadu,303.4
1935-10-01,Tamil Nadu,192.4
1936-10-01,Tamil Nadu,103.7
1937-10-01,Tamil Nadu,189.8
1938-10-01,Tamil Nadu,87.5
1939-10-01,Tamil Nadu,243.8
1940-10-01,Tamil Nadu,152.0
1941-10-01,Tamil Nadu,148.1
1942-10-01,Tamil Nadu,146.5
1943-10-01,Tamil Nadu,310.6
1944-10-01,Tamil Nadu,188.8
1945-10-01,Tamil Nadu,168.4
1946-10-01,Tamil Nadu,175.5
1947-10-01,Tamil Nadu,205.9
1948-10-01,Tamil Nadu,145.4
1949-10-01,Tamil Nadu,159.4
1950-10-01,Tamil Nadu,160.6
1951-10-01,Tamil Nadu,98.3
1952-10-01,Tamil Nadu,123.8
1953-10-01,Tamil Nadu,278.2
1954-10-01,Tamil Nadu,271.0
1955-10-01,Tamil Nadu,165.2
1956-10-01,Tamil Nadu,255.8
1957-10-01,Tamil Nadu,203.3
1958-10-01,Tamil Nadu,155.2
1959-10-01,Tamil Nadu,187.0
1960-10-01,Tamil Nadu,134.5
1961-10-01,Tamil Nadu,154.7
1962-10-01,Tamil Nadu,275.7
1963-10-01,Tamil Nadu,173.4
1964-10-01,Tamil Nadu,187.7
1965-10-01,Tamil Nadu,123.9
1966-10-01,Tamil Nadu,290.6
1967-10-01,Tamil Nadu,182.3
1968-10-01,Tamil Nadu,111.8
1969-10-01,Tamil Nadu,275.1
1970-10-01,Tamil Nadu,195.1
1971-10-01,Tamil Nadu,221.3
1972-10-01,Tamil Nadu,273.1
1973-10-01,Tamil Nadu,195.2
1974-10-01,Tamil Nadu,114.8
1975-10-01,Tamil Nadu,165.3
1976-10-01,Tamil Nadu,137.6
1977-10-01,Tamil Nadu,347.5
1978-10-01,Tamil Nadu,151.4
1979-10-01,Tamil Nadu,132.6
1980-10-01,Tamil Nadu,122.3
1981-10-01,Tamil Nadu,258.0
1982-10-01,Tamil Nadu,114.0
1983-10-01,Tamil Nadu,138.7
1984-10-01,Tamil Nadu,134.8
1985-10-01,Tamil Nadu,107.3
1986-10-01,Tamil Nadu,170.5
1987-10-01,Tamil Nadu,236.7
1988-10-01,Tamil Nadu,71.8
1989-10-01,Tamil Nadu,148.6
1990-10-01,Tamil Nadu,194.1
1991-10-01,Tamil Nadu,225.1
1992-10-01,Tamil Nadu,123.9
1993-10-01,Tamil Nadu,214.5
1994-10-01,Tamil Nadu,230.6
1995-10-01,Tamil Nadu,143.1
1996-10-01,Tamil Nadu,149.7
1997-10-01,Tamil Nadu,169.5
1998-10-01,Tamil Nadu,124.7
1999-10-01,Tamil Nadu,268.9
2000-10-01,Tamil Nadu,120.3
2001-10-01,Tamil Nadu,69.5
2002-10-01,Tamil Nadu,93.7
2003-10-01,Tamil Nadu,86.0
2004-10-01,Tamil Nadu,271.1
2005-10-01,Tamil Nadu,280.5
2006-10-01,Tamil Nadu,240.4
2007-10-01,Tamil Nadu,248.9
2008-10-01,Tamil Nadu,242.7
2009-10-01,Tamil Nadu,62.1
2010-10-01,Tamil Nadu,148.1
2011-10-01,Tamil Nadu,200.4
2012-10-01,Tamil Nadu,235.2
2013-10-01,Tamil Nadu,127.9
2014-10-01,Tamil Nadu,252.2
2015-10-01,Tamil Nadu,132.6
2016-10-01,Tamil Nadu,65.8
2017-10-01,Tamil Nadu,155.5
1901-10-01,Coastal Karnataka,120.5
1902-10-01,Coastal Karnataka,180.4
1903-10-01,Coastal Karnataka,185.0
1904-10-01,Coastal Karnataka,127.2
1905-10-01,Coastal Karnataka,222.2
1906-10-01,Coastal Karnataka,128.5
1907-10-01,Coastal Karnataka,87.7
1908-10-01,Coastal Karnataka,56.8
1909-10-01,Coastal Karnataka,68.8
1910-10-01,Coastal Karnataka,177.8
1911-10-01,Coastal Karnataka,160.8
1912-10-01,Coastal Karnataka,220.9
1913-10-01,Coastal Karnataka,339.1
1914-10-01,Coastal Karnataka,125.9
1915-10-01,Coastal Karnataka,168.3
1916-10-01,Coastal Karnataka,208.7
1917-10-01,Coastal Karnataka,319.6
1918-10-01,Coastal Karnataka,64.7
1919-10-01,Coastal Karnataka,236.2
1920-10-01,Coastal Karnataka,129.8
1921-10-01,Coastal Karnataka,128.6
1922-10-01,Coastal Karnataka,89.8
1923-10-01,Coastal Karnataka,44.4
1924-10-01,Coastal Karnataka,94.4
1925-10-01,Coastal Karnataka,213.2
1926-10-01,Coastal Karnataka,143.6
1927-10-01,Coastal Karnataka,110.5
1928-10-01,Coastal Karnataka,316.4
1929-10-01,Coastal Karnataka,281.9
1930-10-01,Coastal Karnataka,254.1
1931-10-01,Coastal Karnataka,183.5
1932-10-01,Coastal Karnataka,348.7
1933-10-01,Coastal Karnataka,292.8
1934-10-01,Coastal Karnataka,143.2
1935-10-01,Coastal Karnataka,245.0
1936-10-01,Coastal Karnataka,219.4
1937-10-01,Coastal Karnataka,240.8
1938-10-01,Coastal Karnataka,134.3
1939-10-01,Coastal Karnataka,232.6
1940-10-01,Coastal Karnataka,222.5
1941-10-01,Coastal Karnataka,122.8
1942-10-01,Coastal Karnataka,129.9
1943-10-01,Coastal Karnataka,280.2
1944-10-01,Coastal Karnataka,267.6
1945-10-01,Coastal Karnataka,63.2
1946-10-01,Coastal Karnataka,148.9
1947-10-01,Coastal Karnataka,48.7
1948-10-01,Coastal Karnataka,90.6
1949-10-01,Coastal Karnataka,148.8
1950-10-01,Coastal Karnataka,136.6
1951-10-01,Coastal Karnataka,187.1
1952-10-01,Coastal Karnataka,335.5
1953-10-01,Coastal Karnataka,313.4
1954-10-01,Coastal Karnataka,133.6
1955-10-01,Coastal Karnataka,361.1
1956-10-01,Coastal Karnataka,288.5
1957-10-01,Coastal Karnataka,189.0
1958-10-01,Coastal Karnataka,114.1
1959-10-01,Coastal Karnataka,75.3
1960-10-01,Coastal Karnataka,169.0
1961-10-01,Coastal Karnataka,309.6
1962-10-01,Coastal Karnataka,313.4
1963-10-01,Coastal Karnataka,233.7
1964-10-01,Coastal Karnataka,200.2
1965-10-01,Coastal Karnataka,25.1
1966-10-01,Coastal Karnataka,191.9
1967-10-01,Coastal Karnataka,124.8
1968-10-01,Coastal Karnataka,221.4
1969-10-01,Coastal Karnataka,163.4
1970-10-01,Coastal Karnataka,157.8
1971-10-01,Coastal Karnataka,55.2
1972-10-01,Coastal Karnataka,201.6
1973-10-01,Coastal Karnataka,140.7
1974-10-01,Coastal Karnataka,182.4
1975-10-01,Coastal Karnataka,199.5
1976-10-01,Coastal Karnataka,50.3
1977-10-01,Coastal Karnataka,198.5
1978-10-01,Coastal Karnataka,121.5
1979-10-01,Coastal Karnataka,127.3
1980-10-01,Coastal Karnataka,95.0
1981-10-01,Coastal Karnataka,119.9
1982-10-01,Coastal Karnataka,138.3
1983-10-01,Coastal Karnataka,140.9
1984-10-01,Coastal Karnataka,227.9
1985-10-01,Coastal Karnataka,258.6
1986-10-01,Coastal Karnataka,102.2
1987-10-01,Coastal Karnataka,232.2
1988-10-01,Coastal Karnataka,122.7
1989-10-01,Coastal Karnataka,138.1
1990-10-01,Coastal Karnataka,215.0
1991-10-01,Coastal Karnataka,111.8
1992-10-01,Coastal Karnataka,133.6
1993-10-01,Coastal Karnataka,347.4
1994-10-01,Coastal Karnataka,336.0
1995-10-01,Coastal Karnataka,192.0
1996-10-01,Coastal Karnataka,259.5
1997-10-01,Coastal Karnataka,148.5
1998-10-01,Coastal Karnataka,271.0
1999-10-01,Coastal Karnataka,338.2
2000-10-01,Coastal Karnataka,174.7
2001-10-01,Coastal Karnataka,169.7
2002-10-01,Coastal Karnataka,360.0
2003-10-01,Coastal Karnataka,183.7
2004-10-01,Coastal Karnataka,104.7
2005-10-01,Coastal Karnataka,178.7
2006-10-01,Coastal Karnataka,212.0
2007-10-01,Coastal Karnataka,152.8
2008-10-01,Coastal Karnataka,91.6
2009-10-01,Coastal Karnataka,287.4
2010-10-01,Coastal Karnataka,294.7
2011-10-01,Coastal Karnataka,178.8
2012-10-01,Coastal Karnataka,115.1
2013-10-01,Coastal Karnataka,265.1
2014-10-01,Coastal Karnataka,226.4
2015-10-01,Coastal Karnataka,208.5
2016-10-01,Coastal Karnataka,77.4
2017-10-01,Coastal Karnataka,185.7
1901-10-01,North Interior Karnataka,80.0
1902-10-01,North Interior Karnataka,118.8
1903-10-01,North Interior Karnataka,166.4
1904-10-01,North Interior Karnataka,86.5
1905-10-01,North Interior Karnataka,85.0
1906-10-01,North Interior Karnataka,86.2
1907-10-01,North Interior Karnataka,10.3
1908-10-01,North Interior Karnataka,16.9
1909-10-01,North Interior Karnataka,50.0
1910-10-01,North Interior Karnataka,104.1
1911-10-01,North Interior Karnataka,61.4
1912-10-01,North Interior Karnataka,104.9
1913-10-01,North Interior Karnataka,85.4
1914-10-01,North Interior Karnataka,24.9
1915-10-01,North Interior Karnataka,89.3
1916-10-01,North Interior Karnataka,197.3
1917-10-01,North Interior Karnataka,137.2
1918-10-01,North Interior Karnataka,19.6
1919-10-01,North Interior Karnataka,84.3
1920-10-01,North Interior Karnataka,54.3
1921-10-01,North Interior Karnataka,125.3
1922-10-01,North Interior Karnataka,64.9
1923-10-01,North Interior Karnataka,9.4
1924-10-01,North Interior Karnataka,37.9
1925-10-01,North Interior Karnataka,118.7
1926-10-01,North Interior Karnataka,22.1
1927-10-01,North Interior Karnataka,24.7
1928-10-01,North Interior Karnataka,102.6
1929-10-01,North Interior Karnataka,91.3
1930-10-01,North Interior Karnataka,130.8
1931-10-01,North Interior Karnataka,51.7
1932-10-01,North Interior Karnataka,146.8
1933-10-01,North Interior Karnataka,160.7
1934-10-01,North Interior Karnataka,58.9
1935-10-01,North Interior Karnataka,131.7
1936-10-01,North Interior Karnataka,50.8
1937-10-01,North Interior Karnataka,113.5
1938-10-01,North Interior Karnataka,44.2
1939-10-01,North Interior Karnataka,122.1
1940-10-01,North Interior Karnataka,115.2
1941-10-01,North Interior Karnataka,52.5
1942-10-01,North Interior Karnataka,33.8
1943-10-01,North Interior Karnataka,174.1
1944-10-01,North Interior Karnataka,158.8
1945-10-01,North Interior Karnataka,57.6
1946-10-01,North Interior Karnataka,75.5
1947-10-01,North Interior Karnataka,38.4
1948-10-01,North Interior Karnataka,79.0
1949-10-01,North Interior Karnataka,94.1
1950-10-01,North Interior Karnataka,109.8
1951-10-01,North Interior Karnataka,101.2
1952-10-01,North Interior Karnataka,141.6
1953-10-01,North Interior Karnataka,248.3
1954-10-01,North Interior Karnataka,62.8
1955-10-01,North Interior Karnataka,132.0
1956-10-01,North Interior Karnataka,164.6
1957-10-01,North Interior Karnataka,174.3
1958-10-01,North Interior Karnataka,83.7
1959-10-01,North Interior Karnataka,52.3
1960-10-01,North Interior Karnataka,32.9
1961-10-01,North Interior Karnataka,144.9
1962-10-01,North Interior Karnataka,99.3
1963-10-01,North Interior Karnataka,178.6
1964-10-01,North Interior Karnataka,110.8
1965-10-01,North Interior Karnataka,3.8
1966-10-01,North Interior Karnataka,54.8
1967-10-01,North Interior Karnataka,80.0
1968-10-01,North Interior Karnataka,98.5
1969-10-01,North Interior Karnataka,113.7
1970-10-01,North Interior Karnataka,95.7
1971-10-01,North Interior Karnataka,131.2
1972-10-01,North Interior Karnataka,47.2
1973-10-01,North Interior Karnataka,212.5
1974-10-01,North Interior Karnataka,176.9
1975-10-01,North Interior Karnataka,323.1
1976-10-01,North Interior Karnataka,15.6
1977-10-01,North Interior Karnataka,134.2
1978-10-01,North Interior Karnataka,85.9
1979-10-01,North Interior Karnataka,54.5
1980-10-01,North Interior Karnataka,19.8
1981-10-01,North Interior Karnataka,68.3
1982-10-01,North Interior Karnataka,83.8
1983-10-01,North Interior Karnataka,66.5
1984-10-01,North Interior Karnataka,113.5
1985-10-01,North Interior Karnataka,94.7
1986-10-01,North Interior Karnataka,29.5
1987-10-01,North Interior Karnataka,119.7
1988-10-01,North Interior Karnataka,16.1
1989-10-01,North Interior Karnataka,23.3
1990-10-01,North Interior Karnataka,95.6
1991-10-01,North Interior Karnataka,49.6
1992-10-01,North Interior Karnataka,68.0
1993-10-01,North Interior Karnataka,201.9
1994-10-01,North Interior Karnataka,200.3
1995-10-01,North Interior Karnataka,148.9
1996-10-01,North Interior Karnataka,154.2
1997-10-01,North Interior Karnataka,85.3
1998-10-01,North Interior Karnataka,172.7
1999-10-01,North Interior Karnataka,152.9
2000-10-01,North Interior Karnataka,115.1
2001-10-01,North Interior Karnataka,137.5
2002-10-01,North Interior Karnataka,126.4
2003-10-01,North Interior Karnataka,92.1
2004-10-01,North Interior Karnataka,61.6
2005-10-01,North Interior Karnataka,102.3
2006-10-01,North Interior Karnataka,43.6
2007-10-01,North Interior Karnataka,40.5
2008-10-01,North Interior Karnataka,54.1
2009-10-01,North Interior Karnataka,168.6
2010-10-01,North Interior Karnataka,82.1
2011-10-01,North Interior Karnataka,73.4
2012-10-01,North Interior Karnataka,85.2
2013-10-01,North Interior Karnataka,101.0
2014-10-01,North Interior Karnataka,80.3
2015-10-01,North Interior Karnataka,61.2
2016-10-01,North Interior Karnataka,28.7
2017-10-01,North Interior Karnataka,147.9
1901-10-01,South Interior Karnataka,170.1
1902-10-01,South Interior Karnataka,219.1
1903-10-01,South Interior Karnataka,154.2
1904-10-01,South Interior Karnataka,120.4
1905-10-01,South Interior Karnataka,142.8
1906-10-01,South Interior Karnataka,173.4
1907-10-01,South Interior Karnataka,52.6
1908-10-01,South Interior Karnataka,69.6
1909-10-01,South Interior Karnataka,121.5
1910-10-01,South Interior Karnataka,219.6
1911-10-01,South Interior Karnataka,156.7
