Date,SUBDIVISION,Rainfall
1901-01-01,Andaman & Nicobar Islands,49.2
1902-01-01,Andaman & Nicobar Islands,0.0
1903-01-01,Andaman & Nicobar Islands,12.7
1904-01-01,Andaman & Nicobar Islands,9.4
1905-01-01,Andaman & Nicobar Islands,1.3
1906-01-01,Andaman & Nicobar Islands,36.6
1907-01-01,Andaman & Nicobar Islands,110.7
1908-01-01,Andaman & Nicobar Islands,20.9
1910-01-01,Andaman & Nicobar Islands,26.6
1911-01-01,Andaman & Nicobar Islands,0.0
1912-01-01,Andaman & Nicobar Islands,583.7
1913-01-01,Andaman & Nicobar Islands,84.8
1914-01-01,Andaman & Nicobar Islands,0.0
1915-01-01,Andaman & Nicobar Islands,45.0
1916-01-01,Andaman & Nicobar Islands,0.0
1917-01-01,Andaman & Nicobar Islands,8.0
1918-01-01,Andaman & Nicobar Islands,77.4
1919-01-01,Andaman & Nicobar Islands,10.2
1920-01-01,Andaman & Nicobar Islands,122.3
1921-01-01,Andaman & Nicobar Islands,13.2
1922-01-01,Andaman & Nicobar Islands,245.3
1923-01-01,Andaman & Nicobar Islands,79.5
1924-01-01,Andaman & Nicobar Islands,28.7
1925-01-01,Andaman & Nicobar Islands,36.6
1926-01-01,Andaman & Nicobar Islands,122.1
1927-01-01,Andaman & Nicobar Islands,3.0
1928-01-01,Andaman & Nicobar Islands,50.9
1929-01-01,Andaman & Nicobar Islands,74.2
1930-01-01,Andaman & Nicobar Islands,87.4
1931-01-01,Andaman & Nicobar Islands,25.3
1932-01-01,Andaman & Nicobar Islands,2.8
1933-01-01,Andaman & Nicobar Islands,4.5
1934-01-01,Andaman & Nicobar Islands,7.3
1935-01-01,Andaman & Nicobar Islands,6.6
1936-01-01,Andaman & Nicobar Islands,16.5
1937-01-01,Andaman & Nicobar Islands,21.6
1938-01-01,Andaman & Nicobar Islands,13.4
1939-01-01,Andaman & Nicobar Islands,54.1
1940-01-01,Andaman & Nicobar Islands,0.5
1941-01-01,Andaman & Nicobar Islands,0.0
1942-01-01,Andaman & Nicobar Islands,39.2
1946-01-01,Andaman & Nicobar Islands,84.4
1947-01-01,Andaman & Nicobar Islands,25.1
1949-01-01,Andaman & Nicobar Islands,0.0
1950-01-01,Andaman & Nicobar Islands,0.8
1951-01-01,Andaman & Nicobar Islands,82.7
1952-01-01,Andaman & Nicobar Islands,0.0
1953-01-01,Andaman & Nicobar Islands,56.0
1954-01-01,Andaman & Nicobar Islands,83.8
1955-01-01,Andaman & Nicobar Islands,57.3
1956-01-01,Andaman & Nicobar Islands,49.2
1957-01-01,Andaman & Nicobar Islands,28.0
1958-01-01,Andaman & Nicobar Islands,22.9
1959-01-01,Andaman & Nicobar Islands,10.1
1960-01-01,Andaman & Nicobar Islands,104.2
1961-01-01,Andaman & Nicobar Islands,82.1
1962-01-01,Andaman & Nicobar Islands,152.4
1963-01-01,Andaman & Nicobar Islands,79.9
1964-01-01,Andaman & Nicobar Islands,65.5
1965-01-01,Andaman & Nicobar Islands,11.8
1966-01-01,Andaman & Nicobar Islands,79.8
1967-01-01,Andaman & Nicobar Islands,164.6
1968-01-01,Andaman & Nicobar Islands,22.1
1969-01-01,Andaman & Nicobar Islands,106.3
1970-01-01,Andaman & Nicobar Islands,72.2
1971-01-01,Andaman & Nicobar Islands,41.5
1972-01-01,Andaman & Nicobar Islands,13.7
1973-01-01,Andaman & Nicobar Islands,18.1
1974-01-01,Andaman & Nicobar Islands,22.2
1975-01-01,Andaman & Nicobar Islands,276.9
1976-01-01,Andaman & Nicobar Islands,20.9
1977-01-01,Andaman & Nicobar Islands,79.7
1978-01-01,Andaman & Nicobar Islands,109.6
1979-01-01,Andaman & Nicobar Islands,35.5
1980-01-01,Andaman & Nicobar Islands,5.5
1981-01-01,Andaman & Nicobar Islands,11.1
1982-01-01,Andaman & Nicobar Islands,8.8
1983-01-01,Andaman & Nicobar Islands,22.1
1984-01-01,Andaman & Nicobar Islands,69.4
1985-01-01,Andaman & Nicobar Islands,12.0
1986-01-01,Andaman & Nicobar Islands,14.8
1987-01-01,Andaman & Nicobar Islands,72.4
1988-01-01,Andaman & Nicobar Islands,10.2
1989-01-01,Andaman & Nicobar Islands,56.0
1990-01-01,Andaman & Nicobar Islands,13.4
1991-01-01,Andaman & Nicobar Islands,14.1
1992-01-01,Andaman & Nicobar Islands,75.9
1993-01-01,Andaman & Nicobar Islands,14.9
1994-01-01,Andaman & Nicobar Islands,7.2
1995-01-01,Andaman & Nicobar Islands,51.8
1996-01-01,Andaman & Nicobar Islands,52.2
1997-01-01,Andaman & Nicobar Islands,9.5
1998-01-01,Andaman & Nicobar Islands,0.9
1999-01-01,Andaman & Nicobar Islands,46.8
2000-01-01,Andaman & Nicobar Islands,53.0
2001-01-01,Andaman & Nicobar Islands,89.0
2002-01-01,Andaman & Nicobar Islands,10.6
2003-01-01,Andaman & Nicobar Islands,44.3
2004-01-01,Andaman & Nicobar Islands,54.5
2005-01-01,Andaman & Nicobar Islands,0.0
2006-01-01,Andaman & Nicobar Islands,16.3
2007-01-01,Andaman & Nicobar Islands,4.9
2008-01-01,Andaman & Nicobar Islands,9.9
2009-01-01,Andaman & Nicobar Islands,24.5
2010-01-01,Andaman & Nicobar Islands,101.7
2011-01-01,Andaman & Nicobar Islands,265.9
2012-01-01,Andaman & Nicobar Islands,119.9
2013-01-01,Andaman & Nicobar Islands,67.1
2014-01-01,Andaman & Nicobar Islands,41.9
2015-01-01,Andaman & Nicobar Islands,126.8
2016-01-01,Andaman & Nicobar Islands,72.0
2017-01-01,Andaman & Nicobar Islands,228.7
1916-01-01,Arunachal Pradesh,48.1
1917-01-01,Arunachal Pradesh,21.4
1918-01-01,Arunachal Pradesh,10.4
1919-01-01,Arunachal Pradesh,34.5
1920-01-01,Arunachal Pradesh,14.0
1921-01-01,Arunachal Pradesh,78.9
1922-01-01,Arunachal Pradesh,50.7
1923-01-01,Arunachal Pradesh,9.4
1924-01-01,Arunachal Pradesh,85.7
1925-01-01,Arunachal Pradesh,80.6
1926-01-01,Arunachal Pradesh,38.1
1927-01-01,Arunachal Pradesh,48.3
1928-01-01,Arunachal Pradesh,48.9
1929-01-01,Arunachal Pradesh,144.8
1930-01-01,Arunachal Pradesh,64.4
1931-01-01,Arunachal Pradesh,61.3
1932-01-01,Arunachal Pradesh,70.2
1933-01-01,Arunachal Pradesh,56.0
1934-01-01,Arunachal Pradesh,84.9
1935-01-01,Arunachal Pradesh,18.1
1936-01-01,Arunachal Pradesh,105.9
1937-01-01,Arunachal Pradesh,19.9
1938-01-01,Arunachal Pradesh,144.8
1939-01-01,Arunachal Pradesh,13.6
1940-01-01,Arunachal Pradesh,12.7
1941-01-01,Arunachal Pradesh,37.4
1942-01-01,Arunachal Pradesh,15.8
1943-01-01,Arunachal Pradesh,164.5
1944-01-01,Arunachal Pradesh,73.1
1945-01-01,Arunachal Pradesh,43.4
1946-01-01,Arunachal Pradesh,1.8
1947-01-01,Arunachal Pradesh,37.8
1948-01-01,Arunachal Pradesh,35.6
1949-01-01,Arunachal Pradesh,80.1
1950-01-01,Arunachal Pradesh,38.6
1951-01-01,Arunachal Pradesh,31.8
1952-01-01,Arunachal Pradesh,17.2
1953-01-01,Arunachal Pradesh,56.4
1957-01-01,Arunachal Pradesh,
1958-01-01,Arunachal Pradesh,98.4
1959-01-01,Arunachal Pradesh,83.2
1960-01-01,Arunachal Pradesh,8.0
1961-01-01,Arunachal Pradesh,50.0
1962-01-01,Arunachal Pradesh,37.2
1963-01-01,Arunachal Pradesh,14.6
1964-01-01,Arunachal Pradesh,55.4
1965-01-01,Arunachal Pradesh,37.4
1966-01-01,Arunachal Pradesh,22.4
1967-01-01,Arunachal Pradesh,13.3
1968-01-01,Arunachal Pradesh,54.2
1969-01-01,Arunachal Pradesh,19.2
1970-01-01,Arunachal Pradesh,49.2
1971-01-01,Arunachal Pradesh,56.0
1972-01-01,Arunachal Pradesh,39.2
1973-01-01,Arunachal Pradesh,136.4
1974-01-01,Arunachal Pradesh,130.9
1975-01-01,Arunachal Pradesh,17.3
1976-01-01,Arunachal Pradesh,8.9
1977-01-01,Arunachal Pradesh,71.2
1978-01-01,Arunachal Pradesh,37.1
1979-01-01,Arunachal Pradesh,47.4
1980-01-01,Arunachal Pradesh,65.6
1981-01-01,Arunachal Pradesh,93.1
1982-01-01,Arunachal Pradesh,6.4
1983-01-01,Arunachal Pradesh,65.4
1984-01-01,Arunachal Pradesh,98.1
1985-01-01,Arunachal Pradesh,54.1
1986-01-01,Arunachal Pradesh,19.3
1987-01-01,Arunachal Pradesh,3.7
1988-01-01,Arunachal Pradesh,50.9
1989-01-01,Arunachal Pradesh,52.6
1990-01-01,Arunachal Pradesh,54.8
1991-01-01,Arunachal Pradesh,24.9
1992-01-01,Arunachal Pradesh,33.2
1993-01-01,Arunachal Pradesh,95.7
1994-01-01,Arunachal Pradesh,48.2
1995-01-01,Arunachal Pradesh,20.6
1996-01-01,Arunachal Pradesh,35.7
1997-01-01,Arunachal Pradesh,26.2
1998-01-01,Arunachal Pradesh,26.7
1999-01-01,Arunachal Pradesh,7.9
2000-01-01,Arunachal Pradesh,54.1
2001-01-01,Arunachal Pradesh,53.1
2002-01-01,Arunachal Pradesh,74.2
2003-01-01,Arunachal Pradesh,22.9
2004-01-01,Arunachal Pradesh,38.0
2005-01-01,Arunachal Pradesh,48.4
2006-01-01,Arunachal Pradesh,6.0
2007-01-01,Arunachal Pradesh,13.4
2008-01-01,Arunachal Pradesh,76.7
2009-01-01,Arunachal Pradesh,18.0
2010-01-01,Arunachal Pradesh,0.6
2011-01-01,Arunachal Pradesh,40.0
2012-01-01,Arunachal Pradesh,57.8
2013-01-01,Arunachal Pradesh,18.5
2014-01-01,Arunachal Pradesh,19.0
2015-01-01,Arunachal Pradesh,30.8
2016-01-01,Arunachal Pradesh,29.4
2017-01-01,Arunachal Pradesh,8.2
1901-01-01,Assam & Meghalaya,27.1
1902-01-01,Assam & Meghalaya,9.3
1903-01-01,Assam & Meghalaya,19.9
1904-01-01,Assam & Meghalaya,11.1
1905-01-01,Assam & Meghalaya,19.9
1906-01-01,Assam & Meghalaya,9.7
1907-01-01,Assam & Meghalaya,55.8
1908-01-01,Assam & Meghalaya,16.2
1909-01-01,Assam & Meghalaya,19.0
1910-01-01,Assam & Meghalaya,9.2
1911-01-01,Assam & Meghalaya,74.2
1912-01-01,Assam & Meghalaya,9.0
1913-01-01,Assam & Meghalaya,11.9
1914-01-01,Assam & Meghalaya,6.3
1915-01-01,Assam & Meghalaya,9.3
1916-01-01,Assam & Meghalaya,20.0
1917-01-01,Assam & Meghalaya,12.8
1918-01-01,Assam & Meghalaya,4.6
1919-01-01,Assam & Meghalaya,13.1
1920-01-01,Assam & Meghalaya,4.8
1921-01-01,Assam & Meghalaya,35.1
1922-01-01,Assam & Meghalaya,16.6
1923-01-01,Assam & Meghalaya,0.4
1924-01-01,Assam & Meghalaya,10.6
1925-01-01,Assam & Meghalaya,26.4
1926-01-01,Assam & Meghalaya,23.4
1927-01-01,Assam & Meghalaya,33.8
1928-01-01,Assam & Meghalaya,8.3
1929-01-01,Assam & Meghalaya,83.9
1930-01-01,Assam & Meghalaya,18.0
1931-01-01,Assam & Meghalaya,7.6
1932-01-01,Assam & Meghalaya,14.9
1933-01-01,Assam & Meghalaya,10.3
1934-01-01,Assam & Meghalaya,18.5
1935-01-01,Assam & Meghalaya,3.4
1936-01-01,Assam & Meghalaya,13.6
1937-01-01,Assam & Meghalaya,2.2
1938-01-01,Assam & Meghalaya,27.2
1939-01-01,Assam & Meghalaya,1.5
1940-01-01,Assam & Meghalaya,1.5
1941-01-01,Assam & Meghalaya,4.5
1942-01-01,Assam & Meghalaya,7.4
1943-01-01,Assam & Meghalaya,54.4
1944-01-01,Assam & Meghalaya,39.2
1945-01-01,Assam & Meghalaya,37.0
1946-01-01,Assam & Meghalaya,0.4
1947-01-01,Assam & Meghalaya,3.9
1948-01-01,Assam & Meghalaya,10.1
1949-01-01,Assam & Meghalaya,22.9
1950-01-01,Assam & Meghalaya,21.2
1951-01-01,Assam & Meghalaya,4.9
1952-01-01,Assam & Meghalaya,4.4
1953-01-01,Assam & Meghalaya,18.0
1954-01-01,Assam & Meghalaya,22.0
1955-01-01,Assam & Meghalaya,9.2
1956-01-01,Assam & Meghalaya,29.8
1957-01-01,Assam & Meghalaya,66.9
1958-01-01,Assam & Meghalaya,18.8
1959-01-01,Assam & Meghalaya,30.8
1960-01-01,Assam & Meghalaya,0.1
1961-01-01,Assam & Meghalaya,11.5
1962-01-01,Assam & Meghalaya,24.9
1963-01-01,Assam & Meghalaya,3.3
1964-01-01,Assam & Meghalaya,9.6
1965-01-01,Assam & Meghalaya,5.1
1966-01-01,Assam & Meghalaya,20.0
1967-01-01,Assam & Meghalaya,11.4
1968-01-01,Assam & Meghalaya,22.9
1969-01-01,Assam & Meghalaya,27.4
1970-01-01,Assam & Meghalaya,47.0
1971-01-01,Assam & Meghalaya,36.9
1972-01-01,Assam & Meghalaya,18.0
1973-01-01,Assam & Meghalaya,9.8
1974-01-01,Assam & Meghalaya,31.6
1975-01-01,Assam & Meghalaya,10.0
1976-01-01,Assam & Meghalaya,5.7
1977-01-01,Assam & Meghalaya,9.1
1978-01-01,Assam & Meghalaya,5.0
1979-01-01,Assam & Meghalaya,3.3
1980-01-01,Assam & Meghalaya,13.1
1981-01-01,Assam & Meghalaya,29.6
1982-01-01,Assam & Meghalaya,1.8
1983-01-01,Assam & Meghalaya,16.4
1984-01-01,Assam & Meghalaya,22.4
1985-01-01,Assam & Meghalaya,8.7
1986-01-01,Assam & Meghalaya,16.4
1987-01-01,Assam & Meghalaya,8.8
1988-01-01,Assam & Meghalaya,7.3
1989-01-01,Assam & Meghalaya,10.5
1990-01-01,Assam & Meghalaya,19.2
1991-01-01,Assam & Meghalaya,13.7
1992-01-01,Assam & Meghalaya,14.7
1993-01-01,Assam & Meghalaya,73.3
1994-01-01,Assam & Meghalaya,26.6
1995-01-01,Assam & Meghalaya,8.7
1996-01-01,Assam & Meghalaya,12.8
1997-01-01,Assam & Meghalaya,18.2
1998-01-01,Assam & Meghalaya,11.8
1999-01-01,Assam & Meghalaya,2.4
2000-01-01,Assam & Meghalaya,20.5
2001-01-01,Assam & Meghalaya,5.5
2002-01-01,Assam & Meghalaya,20.2
2003-01-01,Assam & Meghalaya,9.5
2004-01-01,Assam & Meghalaya,15.3
2005-01-01,Assam & Meghalaya,22.8
2006-01-01,Assam & Meghalaya,0.7
2007-01-01,Assam & Meghalaya,1.5
2008-01-01,Assam & Meghalaya,29.7
2009-01-01,Assam & Meghalaya,7.9
2010-01-01,Assam & Meghalaya,0.5
2011-01-01,Assam & Meghalaya,11.1
2012-01-01,Assam & Meghalaya,15.2
2013-01-01,Assam & Meghalaya,1.1
2014-01-01,Assam & Meghalaya,2.0
2015-01-01,Assam & Meghalaya,13.4
2016-01-01,Assam & Meghalaya,18.9
2017-01-01,Assam & Meghalaya,1.7
1901-01-01,Naga Mani Mizo Tripura,11.7
1902-01-01,Naga Mani Mizo Tripura,4.8
1903-01-01,Naga Mani Mizo Tripura,6.5
1904-01-01,Naga Mani Mizo Tripura,2.3
1905-01-01,Naga Mani Mizo Tripura,9.1
1906-01-01,Naga Mani Mizo Tripura,7.0
1907-01-01,Naga Mani Mizo Tripura,39.1
1908-01-01,Naga Mani Mizo Tripura,26.4
1909-01-01,Naga Mani Mizo Tripura,6.0
1910-01-01,Naga Mani Mizo Tripura,26.0
1911-01-01,Naga Mani Mizo Tripura,47.3
1912-01-01,Naga Mani Mizo Tripura,1.0
1913-01-01,Naga Mani Mizo Tripura,4.3
1914-01-01,Naga Mani Mizo Tripura,5.0
1915-01-01,Naga Mani Mizo Tripura,13.9
1916-01-01,Naga Mani Mizo Tripura,13.2
1917-01-01,Naga Mani Mizo Tripura,1.3
1918-01-01,Naga Mani Mizo Tripura,3.8
1919-01-01,Naga Mani Mizo Tripura,17.5
1920-01-01,Naga Mani Mizo Tripura,5.1
1921-01-01,Naga Mani Mizo Tripura,46.9
1922-01-01,Naga Mani Mizo Tripura,8.5
1923-01-01,Naga Mani Mizo Tripura,0.0
1924-01-01,Naga Mani Mizo Tripura,3.7
1925-01-01,Naga Mani Mizo Tripura,43.0
1926-01-01,Naga Mani Mizo Tripura,24.0
1927-01-01,Naga Mani Mizo Tripura,41.4
1928-01-01,Naga Mani Mizo Tripura,4.3
1929-01-01,Naga Mani Mizo Tripura,38.3
1930-01-01,Naga Mani Mizo Tripura,22.6
1931-01-01,Naga Mani Mizo Tripura,2.7
1932-01-01,Naga Mani Mizo Tripura,6.1
1933-01-01,Naga Mani Mizo Tripura,2.5
1934-01-01,Naga Mani Mizo Tripura,16.0
1935-01-01,Naga Mani Mizo Tripura,0.6
1936-01-01,Naga Mani Mizo Tripura,19.3
1937-01-01,Naga Mani Mizo Tripura,0.1
1938-01-01,Naga Mani Mizo Tripura,29.2
1939-01-01,Naga Mani Mizo Tripura,2.6
1940-01-01,Naga Mani Mizo Tripura,0.3
1941-01-01,Naga Mani Mizo Tripura,14.1
1942-01-01,Naga Mani Mizo Tripura,6.0
1943-01-01,Naga Mani Mizo Tripura,68.4
1944-01-01,Naga Mani Mizo Tripura,91.4
1945-01-01,Naga Mani Mizo Tripura,68.7
1946-01-01,Naga Mani Mizo Tripura,0.0
1947-01-01,Naga Mani Mizo Tripura,3.0
1948-01-01,Naga Mani Mizo Tripura,5.5
1949-01-01,Naga Mani Mizo Tripura,8.1
1950-01-01,Naga Mani Mizo Tripura,12.3
1951-01-01,Naga Mani Mizo Tripura,3.9
1952-01-01,Naga Mani Mizo Tripura,9.6
1953-01-01,Naga Mani Mizo Tripura,7.4
1954-01-01,Naga Mani Mizo Tripura,12.8
1955-01-01,Naga Mani Mizo Tripura,6.2
1956-01-01,Naga Mani Mizo Tripura,18.3
1957-01-01,Naga Mani Mizo Tripura,59.1
1958-01-01,Naga Mani Mizo Tripura,6.2
1959-01-01,Naga Mani Mizo Tripura,39.9
1960-01-01,Naga Mani Mizo Tripura,0.0
1961-01-01,Naga Mani Mizo Tripura,9.5
1962-01-01,Naga Mani Mizo Tripura,11.2
1963-01-01,Naga Mani Mizo Tripura,0.0
1964-01-01,Naga Mani Mizo Tripura,4.0
1965-01-01,Naga Mani Mizo Tripura,1.9
1966-01-01,Naga Mani Mizo Tripura,15.0
1967-01-01,Naga Mani Mizo Tripura,51.5
1968-01-01,Naga Mani Mizo Tripura,17.3
1969-01-01,Naga Mani Mizo Tripura,20.1
1970-01-01,Naga Mani Mizo Tripura,45.8
1971-01-01,Naga Mani Mizo Tripura,28.4
1972-01-01,Naga Mani Mizo Tripura,4.5
1973-01-01,Naga Mani Mizo Tripura,16.8
1974-01-01,Naga Mani Mizo Tripura,8.9
1975-01-01,Naga Mani Mizo Tripura,1.2
1976-01-01,Naga Mani Mizo Tripura,3.3
1977-01-01,Naga Mani Mizo Tripura,14.2
1978-01-01,Naga Mani Mizo Tripura,0.7
1979-01-01,Naga Mani Mizo Tripura,1.3
1980-01-01,Naga Mani Mizo Tripura,7.2
1981-01-01,Naga Mani Mizo Tripura,26.6
1982-01-01,Naga Mani Mizo Tripura,0.1
1983-01-01,Naga Mani Mizo Tripura,19.2
1984-01-01,Naga Mani Mizo Tripura,17.4
1985-01-01,Naga Mani Mizo Tripura,6.4
1986-01-01,Naga Mani Mizo Tripura,8.8
1987-01-01,Naga Mani Mizo Tripura,7.7
1988-01-01,Naga Mani Mizo Tripura,0.4
1989-01-01,Naga Mani Mizo Tripura,0.7
1990-01-01,Naga Mani Mizo Tripura,0.2
1991-01-01,Naga Mani Mizo Tripura,27.5
1992-01-01,Naga Mani Mizo Tripura,4.4
1993-01-01,Naga Mani Mizo Tripura,11.1
1994-01-01,Naga Mani Mizo Tripura,9.5
1995-01-01,Naga Mani Mizo Tripura,5.4
1996-01-01,Naga Mani Mizo Tripura,8.1
1997-01-01,Naga Mani Mizo Tripura,11.3
1998-01-01,Naga Mani Mizo Tripura,28.1
1999-01-01,Naga Mani Mizo Tripura,2.2
2000-01-01,Naga Mani Mizo Tripura,22.5
2001-01-01,Naga Mani Mizo Tripura,1.5
2002-01-01,Naga Mani Mizo Tripura,18.6
2003-01-01,Naga Mani Mizo Tripura,3.8
2004-01-01,Naga Mani Mizo Tripura,4.8
2005-01-01,Naga Mani Mizo Tripura,6.4
2006-01-01,Naga Mani Mizo Tripura,0.6
2007-01-01,Naga Mani Mizo Tripura,7.9
2008-01-01,Naga Mani Mizo Tripura,30.7
2009-01-01,Naga Mani Mizo Tripura,0.0
2010-01-01,Naga Mani Mizo Tripura,1.0
2011-01-01,Naga Mani Mizo Tripura,12.6
2012-01-01,Naga Mani Mizo Tripura,24.5
2013-01-01,Naga Mani Mizo Tripura,0.2
2014-01-01,Naga Mani Mizo Tripura,1.2
2015-01-01,Naga Mani Mizo Tripura,14.4
2016-01-01,Naga Mani Mizo Tripura,8.5
2017-01-01,Naga Mani Mizo Tripura,0.8
1901-01-01,Sub Himalayan West Bengal & Sikkim,26.5
1902-01-01,Sub Himalayan West Bengal & Sikkim,1.2
1903-01-01,Sub Himalayan West Bengal & Sikkim,5.5
1904-01-01,Sub Himalayan West Bengal & Sikkim,3.4
1905-01-01,Sub Himalayan West Bengal & Sikkim,12.0
1906-01-01,Sub Himalayan West Bengal & Sikkim,9.3
1907-01-01,Sub Himalayan West Bengal & Sikkim,10.4
1908-01-01,Sub Himalayan West Bengal & Sikkim,10.6
1909-01-01,Sub Himalayan West Bengal & Sikkim,2.1
1910-01-01,Sub Himalayan West Bengal & Sikkim,2.5
1911-01-01,Sub Himalayan West Bengal & Sikkim,22.9
1912-01-01,Sub Himalayan West Bengal & Sikkim,2.3
1913-01-01,Sub Himalayan West Bengal & Sikkim,0.7
1914-01-01,Sub Himalayan West Bengal & Sikkim,2.2
1915-01-01,Sub Himalayan West Bengal & Sikkim,1.0
1916-01-01,Sub Himalayan West Bengal & Sikkim,6.6
1917-01-01,Sub Himalayan West Bengal & Sikkim,1.0
1918-01-01,Sub Himalayan West Bengal & Sikkim,0.8
1919-01-01,Sub Himalayan West Bengal & Sikkim,19.6
1920-01-01,Sub Himalayan West Bengal & Sikkim,0.8
1921-01-01,Sub Himalayan West Bengal & Sikkim,37.9
1922-01-01,Sub Himalayan West Bengal & Sikkim,17.8
1923-01-01,Sub Himalayan West Bengal & Sikkim,0.0
1924-01-01,Sub Himalayan West Bengal & Sikkim,0.8
1925-01-01,Sub Himalayan West Bengal & Sikkim,3.0
1926-01-01,Sub Himalayan West Bengal & Sikkim,12.7
1927-01-01,Sub Himalayan West Bengal & Sikkim,21.0
1928-01-01,Sub Himalayan West Bengal & Sikkim,25.5
1929-01-01,Sub Himalayan West Bengal & Sikkim,49.7
1930-01-01,Sub Himalayan West Bengal & Sikkim,17.6
1931-01-01,Sub Himalayan West Bengal & Sikkim,2.8
1932-01-01,Sub Himalayan West Bengal & Sikkim,3.0
1933-01-01,Sub Himalayan West Bengal & Sikkim,16.5
1934-01-01,Sub Himalayan West Bengal & Sikkim,10.5
1935-01-01,Sub Himalayan West Bengal & Sikkim,9.5
1936-01-01,Sub Himalayan West Bengal & Sikkim,3.7
1937-01-01,Sub Himalayan West Bengal & Sikkim,0.0
1938-01-01,Sub Himalayan West Bengal & Sikkim,0.8
1939-01-01,Sub Himalayan West Bengal & Sikkim,0.0
1940-01-01,Sub Himalayan West Bengal & Sikkim,0.1
1941-01-01,Sub Himalayan West Bengal & Sikkim,3.8
1942-01-01,Sub Himalayan West Bengal & Sikkim,6.6
1943-01-01,Sub Himalayan West Bengal & Sikkim,42.0
1944-01-01,Sub Himalayan West Bengal & Sikkim,37.1
1945-01-01,Sub Himalayan West Bengal & Sikkim,27.8
1946-01-01,Sub Himalayan West Bengal & Sikkim,0.0
1947-01-01,Sub Himalayan West Bengal & Sikkim,1.6
1948-01-01,Sub Himalayan West Bengal & Sikkim,0.5
1949-01-01,Sub Himalayan West Bengal & Sikkim,9.6
1950-01-01,Sub Himalayan West Bengal & Sikkim,0.3
1951-01-01,Sub Himalayan West Bengal & Sikkim,1.0
1952-01-01,Sub Himalayan West Bengal & Sikkim,1.3
1953-01-01,Sub Himalayan West Bengal & Sikkim,28.2
1954-01-01,Sub Himalayan West Bengal & Sikkim,15.7
1955-01-01,Sub Himalayan West Bengal & Sikkim,4.6
1956-01-01,Sub Himalayan West Bengal & Sikkim,14.8
1957-01-01,Sub Himalayan West Bengal & Sikkim,103.0
1958-01-01,Sub Himalayan West Bengal & Sikkim,8.1
1959-01-01,Sub Himalayan West Bengal & Sikkim,99.8
1960-01-01,Sub Himalayan West Bengal & Sikkim,0.1
1961-01-01,Sub Himalayan West Bengal & Sikkim,11.5
1962-01-01,Sub Himalayan West Bengal & Sikkim,33.0
1963-01-01,Sub Himalayan West Bengal & Sikkim,2.1
1964-01-01,Sub Himalayan West Bengal & Sikkim,0.0
1965-01-01,Sub Himalayan West Bengal & Sikkim,0.2
1966-01-01,Sub Himalayan West Bengal & Sikkim,29.5
1967-01-01,Sub Himalayan West Bengal & Sikkim,2.3
1968-01-01,Sub Himalayan West Bengal & Sikkim,26.3
1969-01-01,Sub Himalayan West Bengal & Sikkim,11.5
1970-01-01,Sub Himalayan West Bengal & Sikkim,18.0
1971-01-01,Sub Himalayan West Bengal & Sikkim,28.4
1972-01-01,Sub Himalayan West Bengal & Sikkim,9.4
1973-01-01,Sub Himalayan West Bengal & Sikkim,13.8
1974-01-01,Sub Himalayan West Bengal & Sikkim,19.1
1975-01-01,Sub Himalayan West Bengal & Sikkim,20.4
1976-01-01,Sub Himalayan West Bengal & Sikkim,8.8
1977-01-01,Sub Himalayan West Bengal & Sikkim,6.6
1978-01-01,Sub Himalayan West Bengal & Sikkim,14.7
1979-01-01,Sub Himalayan West Bengal & Sikkim,8.1
1980-01-01,Sub Himalayan West Bengal & Sikkim,11.6
1981-01-01,Sub Himalayan West Bengal & Sikkim,48.8
1982-01-01,Sub Himalayan West Bengal & Sikkim,0.2
1983-01-01,Sub Himalayan West Bengal & Sikkim,26.7
1984-01-01,Sub Himalayan West Bengal & Sikkim,29.3
1985-01-01,Sub Himalayan West Bengal & Sikkim,2.2
1986-01-01,Sub Himalayan West Bengal & Sikkim,1.3
1987-01-01,Sub Himalayan West Bengal & Sikkim,2.8
1988-01-01,Sub Himalayan West Bengal & Sikkim,6.8
1989-01-01,Sub Himalayan West Bengal & Sikkim,21.0
1990-01-01,Sub Himalayan West Bengal & Sikkim,3.8
1991-01-01,Sub Himalayan West Bengal & Sikkim,41.5
1992-01-01,Sub Himalayan West Bengal & Sikkim,10.0
1993-01-01,Sub Himalayan West Bengal & Sikkim,37.6
1994-01-01,Sub Himalayan West Bengal & Sikkim,49.6
1995-01-01,Sub Himalayan West Bengal & Sikkim,17.9
1996-01-01,Sub Himalayan West Bengal & Sikkim,30.9
1997-01-01,Sub Himalayan West Bengal & Sikkim,18.9
1998-01-01,Sub Himalayan West Bengal & Sikkim,13.6
1999-01-01,Sub Himalayan West Bengal & Sikkim,8.7
2000-01-01,Sub Himalayan West Bengal & Sikkim,10.7
2001-01-01,Sub Himalayan West Bengal & Sikkim,4.0
2002-01-01,Sub Himalayan West Bengal & Sikkim,30.1
2003-01-01,Sub Himalayan West Bengal & Sikkim,17.0
2004-01-01,Sub Himalayan West Bengal & Sikkim,19.9
2005-01-01,Sub Himalayan West Bengal & Sikkim,19.5
2006-01-01,Sub Himalayan West Bengal & Sikkim,0.7
2007-01-01,Sub Himalayan West Bengal & Sikkim,3.1
2008-01-01,Sub Himalayan West Bengal & Sikkim,33.2
2009-01-01,Sub Himalayan West Bengal & Sikkim,6.0
